"training_id","tender_id","department","category","location","estimated_value","final_contract_value","number_of_bidders","winning_vendor","vendor_specialization","is_specialized_for_tender","historical_win_rate","previous_tenders","previous_wins","vendor_a_bid","vendor_b_bid","vendor_c_bid","bid_similarity_percent","a_won_comparable_tenders","b_c_repeatedly_participated","comparable_tenders","average_comparable_price","current_price_vs_comparable_percent","network_relationship_strength","shared_tenders","regional_price_variation","market_price_increase","investigation_priority"
8601,"TND-ML-08601","Rural Development Department","Road construction","Udupi",139210709.14,153397957.56,4,"Vendor 372","Construction",False,61.54,52,32,150395094.11,153606149.28,155471260.37,74.09,7,False,7,123957945.50,23.75,0.64,12,3.19,3.49,58.90
8602,"TND-ML-08602","Rural Development Department","Road construction","Shivamogga",148118901.08,144989795.40,7,"Vendor 417","Equipment Supply",False,36.84,19,7,142315065.89,143668403.94,146181157.29,71.55,5,False,11,126440913.40,14.67,0.53,12,5.35,4.66,44.49
8603,"TND-ML-08603","Public Works Department","Consulting","Shivamogga",82610045.74,90415250.94,4,"Vendor 047","Equipment Supply",True,76.00,25,19,89640749.26,88966306.21,91581985.98,76.68,6,False,16,73198875.44,23.52,0.58,12,0.49,8.14,53.48
8604,"TND-ML-08604","Urban Development Department","Consulting","Hubballi",130729341.65,143374218.85,8,"Vendor 348","Equipment Supply",True,46.67,90,42,142842554.45,141971793.92,142245252.67,64.90,5,False,12,126021111.76,13.77,0.39,11,0.90,2.14,41.87
8605,"TND-ML-08605","Public Works Department","Infrastructure","Tumakuru",76562209.95,89664677.95,9,"Vendor 418","Equipment Supply",True,60.42,48,29,89401638.00,88721895.90,89181815.58,84.57,7,True,13,65751028.78,36.37,0.78,17,5.40,3.80,80.13
8606,"TND-ML-08606","Municipal Corporation","IT Services","Shivamogga",74427719.30,74141990.68,7,"Vendor 013","Infrastructure",True,46.00,50,23,72675511.33,73064928.44,73321867.26,68.37,5,False,13,63428856.77,16.89,0.49,10,0.94,3.94,48.41
8607,"TND-ML-08607","Municipal Corporation","Road construction","Ballari",98829122.77,124389626.18,5,"Vendor 175","Infrastructure",True,81.82,33,27,122608057.08,123059005.77,123793716.14,92.78,9,False,8,91281739.33,36.27,0.88,16,1.05,8.39,76.45
8608,"TND-ML-08608","Public Works Department","Infrastructure","Bengaluru",19475249.51,23061586.23,8,"Vendor 468","Healthcare",True,83.10,71,59,22873864.98,23185417.75,23311331.70,64.66,6,False,10,18889005.02,22.09,0.55,10,7.74,5.42,55.85
8609,"TND-ML-08609","Water Resources Department","Equipment Supply","Shivamogga",177810311.89,172192443.30,6,"Vendor 019","Consulting",True,53.68,95,51,172586456.56,174022752.74,171548164.81,60.25,3,False,14,157469083.95,9.35,0.26,5,2.58,8.64,33.12
8610,"TND-ML-08610","Public Works Department","Equipment Supply","Bengaluru",170687560.25,199074826.38,6,"Vendor 003","Infrastructure",True,56.14,57,32,196461190.36,199171159.64,199870143.93,86.53,9,True,18,145756938.34,36.58,0.89,17,5.26,4.67,81.02
8611,"TND-ML-08611","Water Resources Department","IT Services","Tumakuru",191498771.28,251726499.87,9,"Vendor 271","Construction",True,63.95,86,55,249515629.75,253679255.83,250848168.08,93.26,9,False,14,187018201.98,34.60,0.88,18,2.18,3.01,77.01
8612,"TND-ML-08612","Public Works Department","Road construction","Mysuru",169388028.57,213630381.28,5,"Vendor 047","IT Services",True,33.33,42,14,213169875.02,212924873.56,210348482.73,90.62,10,False,9,154023346.27,38.70,0.96,19,4.96,1.13,75.86
8613,"TND-ML-08613","Rural Development Department","Bridge construction","Belagavi",89181502.65,102651168.67,8,"Vendor 299","Equipment Supply",True,85.48,62,53,102801235.00,103340758.87,103084269.74,80.75,7,False,17,78419532.98,30.90,0.71,13,7.33,7.73,63.53
8614,"TND-ML-08614","Urban Development Department","Consulting","Bengaluru",66965851.84,77801131.11,8,"Vendor 142","IT Services",True,84.71,85,72,76923843.54,77878982.08,79238795.85,84.83,7,True,7,59990077.19,29.69,0.78,13,1.34,5.55,72.57
8615,"TND-ML-08615","Public Works Department","Healthcare","Mysuru",163074379.29,195426234.56,5,"Vendor 116","Healthcare",True,92.63,95,88,192830208.76,195113102.02,192932739.15,92.08,10,True,17,141193724.85,38.41,0.91,19,0.56,7.76,87.59
8616,"TND-ML-08616","Municipal Corporation","IT Services","Ballari",102393443.17,106588603.26,10,"Vendor 497","IT Services",True,79.03,62,49,105461684.01,105372157.41,107097057.64,64.07,4,False,6,89668211.71,18.87,0.48,11,2.83,8.55,47.30
8617,"TND-ML-08617","Rural Development Department","Healthcare","Bengaluru",179512817.39,200623915.95,9,"Vendor 421","IT Services",True,80.26,76,61,199479679.58,199192661.93,202211172.69,82.53,7,True,11,155884938.58,28.70,0.75,17,1.90,7.00,70.34
8618,"TND-ML-08618","Municipal Corporation","Healthcare","Hubballi",42628109.96,44548301.26,10,"Vendor 048","IT Services",True,55.67,97,54,43880583.37,43864834.48,44798005.07,55.76,4,False,7,39718528.23,12.16,0.36,3,2.94,7.11,34.38
8619,"TND-ML-08619","Municipal Corporation","Consulting","Mangaluru",184856149.04,235528907.76,10,"Vendor 098","Healthcare",True,90.32,31,28,231258052.36,236235478.96,239515275.39,89.59,9,False,10,172877941.69,36.24,0.79,19,6.75,8.50,74.49
8620,"TND-ML-08620","Water Resources Department","Infrastructure","Udupi",52090458.65,50182309.61,9,"Vendor 062","Consulting",False,55.88,68,38,50381694.53,50197781.64,49943528.69,63.24,5,False,6,43804390.37,14.56,0.52,10,3.59,1.85,43.93
8621,"TND-ML-08621","Water Resources Department","Bridge construction","Udupi",35404692.27,41929314.95,10,"Vendor 463","Infrastructure",True,86.67,45,39,41324829.31,41159087.29,41681059.60,75.42,7,False,6,33377897.59,25.62,0.63,10,1.87,2.58,58.55
8622,"TND-ML-08622","Urban Development Department","Bridge construction","Belagavi",180717372.14,247029736.00,7,"Vendor 021","Infrastructure",True,40.00,25,10,245898930.50,245705618.47,248826759.63,88.18,9,True,8,176689604.46,39.81,0.83,18,7.02,3.10,81.62
8623,"TND-ML-08623","Urban Development Department","Bridge construction","Mangaluru",59521598.89,63571927.36,5,"Vendor 476","Infrastructure",False,43.75,96,42,63429167.45,63709631.93,63913056.57,65.51,6,False,9,54488666.63,16.67,0.46,11,4.49,7.99,45.86
8624,"TND-ML-08624","Municipal Corporation","Consulting","Mangaluru",75307419.95,94406602.18,3,"Vendor 290","Healthcare",True,92.00,100,92,94504694.64,95022022.83,94617157.95,98.26,9,True,9,68554645.40,37.71,0.99,18,0.86,3.53,93.84
8625,"TND-ML-08625","Rural Development Department","Consulting","Udupi",147612735.20,163511077.36,7,"Vendor 017","IT Services",True,84.21,19,16,162762312.24,162866500.43,165703502.98,82.61,8,False,16,128586880.59,27.16,0.74,11,5.38,2.15,63.99
8626,"TND-ML-08626","Urban Development Department","Consulting","Hubballi",123509811.25,150654891.97,10,"Vendor 111","Equipment Supply",False,36.67,30,11,147695928.03,150820412.16,151027388.09,81.41,8,False,16,111927854.36,34.60,0.85,14,7.93,1.21,66.44
8627,"TND-ML-08627","Urban Development Department","Road construction","Tumakuru",198005043.10,186382457.06,8,"Vendor 014","IT Services",True,80.00,10,8,185046302.45,186297632.60,183306110.06,60.40,4,False,10,171087256.34,8.94,0.44,6,4.64,6.03,36.89
8628,"TND-ML-08628","Municipal Corporation","Infrastructure","Bengaluru",36678972.20,46938489.62,6,"Vendor 462","Consulting",False,88.89,45,40,46492556.81,47531528.67,47219270.49,88.28,10,True,16,34117233.33,37.58,0.93,17,7.49,2.48,82.35
8629,"TND-ML-08629","Urban Development Department","Healthcare","Udupi",124511321.14,116813059.47,8,"Vendor 487","Infrastructure",True,34.29,35,12,116551241.43,117453269.78,115909072.09,51.57,4,False,9,110398884.29,5.81,0.23,5,5.74,8.17,23.09
8630,"TND-ML-08630","Rural Development Department","Bridge construction","Tumakuru",176161855.44,227325055.68,8,"Vendor 110","Construction",False,40.98,61,25,226202880.14,224171829.94,229056000.75,92.04,9,True,16,165942810.19,36.99,0.92,18,7.06,2.09,81.70
8631,"TND-ML-08631","Rural Development Department","Healthcare","Mysuru",179288305.56,218152846.76,5,"Vendor 437","Healthcare",False,73.85,65,48,216220944.05,213980355.22,214719155.02,88.45,9,True,15,161164928.16,35.36,0.88,15,0.61,4.17,83.43
8632,"TND-ML-08632","Urban Development Department","Healthcare","Belagavi",109336883.16,124563946.70,4,"Vendor 128","Construction",True,28.21,78,22,125125081.00,124532720.49,126721442.75,83.14,8,True,15,93467357.02,33.27,0.82,15,6.79,1.30,69.94
8633,"TND-ML-08633","Urban Development Department","Consulting","Mangaluru",32428847.17,39085223.32,3,"Vendor 058","Consulting",True,61.76,68,42,38820552.80,38355115.69,38828003.12,71.09,7,False,9,30834035.44,26.76,0.61,11,6.65,4.01,59.18
8634,"TND-ML-08634","Public Works Department","Equipment Supply","Davangere",76348775.07,107176962.12,3,"Vendor 319","Construction",True,41.27,63,26,106346780.34,107041662.59,105144948.75,94.95,10,True,14,74314909.25,44.22,0.92,21,3.93,2.37,89.37
8635,"TND-ML-08635","Municipal Corporation","Healthcare","Mangaluru",33042958.33,42712374.71,9,"Vendor 139","Healthcare",True,37.97,79,30,42653640.59,41907234.59,43543147.65,94.70,10,False,15,30437094.50,40.33,0.96,15,6.67,8.57,77.17
8636,"TND-ML-08636","Public Works Department","Road construction","Bengaluru",104683003.51,131867567.53,6,"Vendor 054","Consulting",True,85.39,89,76,131063616.60,132690864.46,132989138.82,86.86,9,True,10,99156002.35,32.99,0.76,15,6.78,8.03,73.56
8637,"TND-ML-08637","Municipal Corporation","IT Services","Udupi",149623599.48,208966739.08,5,"Vendor 224","Infrastructure",True,81.82,55,45,207416748.75,207523546.10,210397853.88,97.82,9,True,7,145855195.84,43.27,0.92,17,5.34,3.98,88.04
8638,"TND-ML-08638","Urban Development Department","Bridge construction","Davangere",194004984.78,230578669.12,9,"Vendor 102","IT Services",False,48.81,84,41,229700827.23,232650375.36,230398984.98,81.41,7,True,12,173107108.95,33.20,0.78,12,7.33,8.55,69.61
8639,"TND-ML-08639","Urban Development Department","Equipment Supply","Davangere",35926066.82,41877853.32,9,"Vendor 133","IT Services",True,77.92,77,60,41872613.14,42386849.32,41792701.57,86.75,7,True,19,30988495.87,35.14,0.81,15,4.28,3.71,76.31
8640,"TND-ML-08640","Urban Development Department","Infrastructure","Ballari",103432516.43,115568718.35,9,"Vendor 172","Healthcare",True,76.19,42,32,114832019.85,114156581.06,116770004.71,65.85,5,False,17,96027186.00,20.35,0.52,6,3.95,8.03,44.96
8641,"TND-ML-08641","Municipal Corporation","Road construction","Tumakuru",68982726.60,76344727.90,9,"Vendor 142","Infrastructure",False,29.03,31,9,76048671.68,77161344.26,76055157.38,77.79,7,True,16,58699621.64,30.06,0.68,14,7.83,8.55,60.76
8642,"TND-ML-08642","Water Resources Department","Road construction","Shivamogga",76219402.42,83760868.99,5,"Vendor 480","Consulting",True,78.95,76,60,83386721.98,84335967.84,84502173.10,78.39,7,False,11,65653604.79,27.58,0.74,12,4.05,2.84,67.48
8643,"TND-ML-08643","Municipal Corporation","Infrastructure","Hubballi",159675125.99,168402111.26,9,"Vendor 246","Infrastructure",True,27.50,80,22,165292279.98,168794274.83,166571210.91,65.93,6,False,8,136789953.10,23.11,0.55,10,1.06,6.37,46.75
8644,"TND-ML-08644","Rural Development Department","Healthcare","Davangere",157596300.35,157957124.62,3,"Vendor 427","Consulting",True,43.75,32,14,156807643.28,157456335.45,160958274.91,59.42,4,False,5,137151276.04,15.17,0.46,7,0.25,7.94,40.41
8645,"TND-ML-08645","Urban Development Department","Road construction","Udupi",46382329.73,47846257.31,8,"Vendor 149","Equipment Supply",True,51.16,43,22,47500890.67,47981307.11,48122559.73,69.41,7,False,8,40068886.45,19.41,0.58,11,5.08,2.36,51.81
8646,"TND-ML-08646","Public Works Department","Equipment Supply","Tumakuru",74837600.51,83916935.96,5,"Vendor 449","IT Services",True,66.67,33,22,83627264.09,82817804.86,82828889.24,81.06,8,False,7,64750722.19,29.60,0.69,15,0.22,3.54,68.12
8647,"TND-ML-08647","Water Resources Department","Infrastructure","Mysuru",196588092.01,194709390.31,5,"Vendor 297","Infrastructure",True,49.45,91,45,192091391.69,196616339.39,193049230.56,66.87,4,False,15,169962805.79,14.56,0.49,10,1.36,1.66,44.11
8648,"TND-ML-08648","Municipal Corporation","Infrastructure","Hubballi",60139972.97,71006273.02,10,"Vendor 005","Construction",True,80.00,20,16,70672221.25,70640817.27,69929466.07,81.30,8,True,14,54553067.78,30.16,0.76,13,0.29,2.73,71.09
8649,"TND-ML-08649","Urban Development Department","Road construction","Bengaluru",72791817.51,95194854.40,4,"Vendor 334","Construction",True,73.13,67,49,94478605.46,96348117.45,96540220.63,93.97,10,True,9,69924235.64,36.14,0.89,16,2.85,3.59,86.11
8650,"TND-ML-08650","Water Resources Department","Infrastructure","Tumakuru",41050837.53,49649565.86,7,"Vendor 096","Equipment Supply",True,36.36,88,32,49328519.33,49231565.19,48881958.94,86.27,8,True,10,37226936.99,33.37,0.82,17,4.72,5.13,72.37
8651,"TND-ML-08651","Public Works Department","IT Services","Bengaluru",56456638.35,56049154.26,9,"Vendor 193","Construction",True,24.00,75,18,56036284.43,56616566.77,55757330.87,55.21,2,False,11,53738402.93,4.30,0.21,4,6.32,5.69,21.54
8652,"TND-ML-08652","Municipal Corporation","Consulting","Udupi",14185234.20,14300311.09,8,"Vendor 461","Infrastructure",False,71.43,28,20,14085820.12,14284493.97,14433421.60,64.63,4,False,6,12272838.22,16.52,0.50,11,5.82,2.93,49.42
8653,"TND-ML-08653","Municipal Corporation","Healthcare","Shivamogga",108514485.68,145007894.77,3,"Vendor 081","Healthcare",True,81.82,55,45,145616651.90,145062204.87,146184625.25,97.19,10,False,6,103466211.04,40.15,0.95,21,0.78,7.34,82.69
8654,"TND-ML-08654","Urban Development Department","Consulting","Belagavi",178785522.10,204565875.32,10,"Vendor 404","Healthcare",True,22.22,72,16,204775964.04,202779045.61,200664493.36,72.40,6,False,15,171932993.21,18.98,0.50,9,6.26,7.67,39.89
8655,"TND-ML-08655","Urban Development Department","Road construction","Belagavi",118975804.79,134800171.65,3,"Vendor 232","IT Services",True,72.00,100,72,133500872.55,132436588.97,133364618.39,66.54,5,False,12,113286975.08,18.99,0.44,11,7.70,1.90,51.97
8656,"TND-ML-08656","Municipal Corporation","Equipment Supply","Hubballi",13022955.94,15290799.98,3,"Vendor 286","Construction",False,55.56,45,25,15090539.27,15426892.32,15119669.92,70.29,7,False,9,12554022.97,21.80,0.57,11,2.40,6.15,54.88
8657,"TND-ML-08657","Public Works Department","Road construction","Bengaluru",67560734.31,79856412.06,4,"Vendor 340","Healthcare",True,53.49,86,46,78583000.60,79943745.14,79830821.98,87.51,9,True,14,57413481.96,39.09,0.89,17,4.02,7.77,81.30
8658,"TND-ML-08658","Water Resources Department","Infrastructure","Mysuru",110525664.96,111226742.92,3,"Vendor 482","Healthcare",False,70.97,31,22,111562950.35,109781168.98,110499876.67,59.12,3,False,15,105428192.34,5.50,0.28,5,2.90,5.57,33.34
8659,"TND-ML-08659","Water Resources Department","Bridge construction","Mysuru",164611402.77,194631164.07,3,"Vendor 454","Construction",True,66.67,15,10,191017380.59,194387450.65,193225726.90,93.26,9,True,5,140325280.51,38.70,0.90,15,3.62,7.77,84.72
8660,"TND-ML-08660","Urban Development Department","Consulting","Belagavi",106638286.06,99783388.99,9,"Vendor 160","Equipment Supply",True,49.48,97,48,100192511.56,99101226.29,99339562.05,55.81,2,False,9,89830202.55,11.08,0.28,7,7.70,1.94,33.63
8661,"TND-ML-08661","Urban Development Department","Infrastructure","Shivamogga",28177185.20,26305491.45,3,"Vendor 279","Consulting",False,37.93,29,11,25948738.69,26387053.63,26746675.24,58.21,4,False,15,23717871.65,10.91,0.46,6,0.51,8.12,36.67
8662,"TND-ML-08662","Municipal Corporation","Road construction","Mangaluru",156802006.64,198028941.18,10,"Vendor 189","Healthcare",False,89.89,89,80,198094473.45,197384330.46,196505435.84,89.93,8,True,6,147353926.02,34.39,0.86,18,4.04,6.46,86.72
8663,"TND-ML-08663","Water Resources Department","Equipment Supply","Belagavi",71182561.47,71619802.36,8,"Vendor 282","Construction",True,66.67,96,64,71904469.14,72185652.61,70579530.59,60.06,3,False,6,65670092.02,9.06,0.31,7,5.25,7.05,36.16
8664,"TND-ML-08664","Water Resources Department","IT Services","Hubballi",110674203.30,131775389.82,9,"Vendor 035","IT Services",False,75.31,81,61,130546167.55,131123236.24,131457993.02,74.57,7,False,13,103564437.14,27.24,0.64,14,1.22,5.75,59.82
8665,"TND-ML-08665","Urban Development Department","Consulting","Ballari",95027999.53,116277122.73,6,"Vendor 072","Healthcare",False,39.02,82,32,114621572.36,116664599.23,115403619.61,89.59,9,True,7,85022757.19,36.76,0.97,15,5.94,4.84,79.23
8666,"TND-ML-08666","Urban Development Department","Infrastructure","Mysuru",141401598.65,143365339.36,7,"Vendor 427","IT Services",True,36.36,11,4,143012787.44,141017553.00,141740427.17,63.13,4,False,9,124287246.95,15.35,0.48,9,2.19,2.95,42.05
8667,"TND-ML-08667","Water Resources Department","Infrastructure","Tumakuru",152297967.26,184972037.13,5,"Vendor 367","Construction",True,29.27,82,24,183197869.43,184647638.73,186775337.06,78.53,7,True,7,138940912.74,33.13,0.78,15,1.34,4.62,71.69
8668,"TND-ML-08668","Municipal Corporation","Equipment Supply","Hubballi",181467197.73,199662759.73,9,"Vendor 475","IT Services",False,48.65,37,18,199434128.11,202429372.61,197013327.89,87.28,7,True,15,152437593.32,30.98,0.84,17,0.61,8.21,74.20
8669,"TND-ML-08669","Rural Development Department","Bridge construction","Belagavi",186998182.05,201591423.34,3,"Vendor 266","IT Services",True,78.67,75,59,199320563.97,202867053.41,197579125.33,79.95,6,False,11,160438856.62,25.65,0.70,10,7.03,5.30,61.13
8670,"TND-ML-08670","Water Resources Department","Healthcare","Mangaluru",104535231.41,129725539.53,4,"Vendor 421","Healthcare",False,55.38,65,36,129022341.36,129833102.42,131097023.88,90.60,9,True,10,93637606.13,38.54,0.81,20,6.95,6.28,81.73
8671,"TND-ML-08671","Municipal Corporation","Infrastructure","Mysuru",26420958.08,31493760.27,10,"Vendor 136","Consulting",True,36.23,69,25,31413935.85,31223689.48,31616294.33,87.32,7,True,5,23276984.68,35.30,0.84,14,0.93,2.70,74.40
8672,"TND-ML-08672","Urban Development Department","Consulting","Tumakuru",32785484.49,35181757.90,10,"Vendor 185","Construction",True,36.05,86,31,34729460.60,35207936.01,35404677.62,57.62,3,False,8,30638124.10,14.83,0.34,9,5.30,2.61,38.11
8673,"TND-ML-08673","Municipal Corporation","Bridge construction","Bengaluru",133157689.60,180653818.18,4,"Vendor 197","Infrastructure",False,74.67,75,56,180646651.79,181131446.37,177444570.18,90.40,9,True,19,129826674.94,39.15,0.89,20,3.24,7.40,87.32
8674,"TND-ML-08674","Public Works Department","Healthcare","Bengaluru",35088937.89,37893706.86,3,"Vendor 094","Consulting",True,77.78,18,14,38039683.88,37696412.35,37372230.85,76.38,6,False,8,31208785.09,21.42,0.67,14,1.39,6.42,56.42
8675,"TND-ML-08675","Municipal Corporation","Infrastructure","Ballari",30748170.85,31832529.33,4,"Vendor 223","Equipment Supply",True,66.67,63,42,31720246.28,32143416.22,32268879.19,57.77,3,False,6,28745285.65,10.74,0.33,6,5.96,1.74,37.37
8676,"TND-ML-08676","Rural Development Department","Road construction","Hubballi",127844122.73,129626283.07,10,"Vendor 385","Construction",False,57.89,76,44,129706001.19,129604530.14,132116133.94,66.34,5,False,17,112327801.62,15.40,0.42,7,7.24,2.67,44.85
8677,"TND-ML-08677","Rural Development Department","Bridge construction","Belagavi",45641232.05,50092712.49,10,"Vendor 222","Infrastructure",True,87.50,32,28,50026820.44,50445531.20,49613798.59,81.03,8,False,19,39408946.97,27.11,0.76,15,1.36,8.93,65.10
8678,"TND-ML-08678","Urban Development Department","Equipment Supply","Hubballi",195705664.29,220985167.40,10,"Vendor 296","Healthcare",False,71.67,60,43,217433225.12,218834703.82,219983375.10,77.80,7,True,5,173430519.07,27.42,0.68,14,4.85,5.75,69.56
8679,"TND-ML-08679","Urban Development Department","IT Services","Belagavi",186274737.83,200800618.36,7,"Vendor 107","Infrastructure",True,73.91,23,17,201381373.79,198354517.64,200761805.25,77.24,7,False,12,164833868.30,21.82,0.64,14,0.46,1.92,61.57
8680,"TND-ML-08680","Rural Development Department","Bridge construction","Bengaluru",89725225.31,109102610.85,9,"Vendor 210","Construction",True,89.89,89,80,107462578.97,109288907.67,107801545.87,92.12,10,True,8,77548234.31,40.69,0.94,15,2.10,7.64,93.01
8681,"TND-ML-08681","Rural Development Department","IT Services","Tumakuru",18506495.83,23289153.48,4,"Vendor 222","Consulting",True,64.29,56,36,23090717.50,23082766.64,23001239.10,87.34,9,True,8,17035442.53,36.71,0.80,14,7.86,6.68,79.76
8682,"TND-ML-08682","Rural Development Department","Consulting","Shivamogga",79962584.97,86753898.75,3,"Vendor 009","IT Services",True,47.37,57,27,86314707.67,86344063.38,85258996.07,76.81,6,False,17,70525891.19,23.01,0.70,15,0.89,7.92,56.19
8683,"TND-ML-08683","Public Works Department","Equipment Supply","Hubballi",175252241.73,193143072.42,7,"Vendor 101","Equipment Supply",True,57.69,26,15,192678035.27,189371208.70,191446381.48,68.08,5,False,7,154662934.35,24.88,0.56,8,4.86,3.83,52.58
8684,"TND-ML-08684","Water Resources Department","IT Services","Ballari",157558164.34,173755422.29,5,"Vendor 092","Equipment Supply",True,45.26,95,43,174346427.01,171532665.26,176668273.06,62.66,3,False,5,150463649.37,15.48,0.45,7,5.48,6.30,40.72
8685,"TND-ML-08685","Municipal Corporation","Infrastructure","Shivamogga",55110105.91,57696089.71,3,"Vendor 345","Equipment Supply",False,26.92,78,21,56878731.20,56827010.78,57944754.42,68.32,5,False,9,48841183.20,18.13,0.50,7,1.10,2.87,42.14
8686,"TND-ML-08686","Urban Development Department","Healthcare","Belagavi",63180118.19,57654865.99,5,"Vendor 140","Construction",True,69.23,52,36,57904710.33,57373106.49,57920088.64,55.17,2,False,6,55262020.50,4.33,0.22,7,5.64,7.46,30.51
8687,"TND-ML-08687","Municipal Corporation","Healthcare","Tumakuru",41076850.42,40588252.65,8,"Vendor 177","IT Services",True,69.23,52,36,40719039.89,40682991.69,41333740.19,58.25,3,False,19,36249220.91,11.97,0.25,8,5.06,8.01,37.96
8688,"TND-ML-08688","Water Resources Department","Equipment Supply","Udupi",154086850.65,180113013.06,6,"Vendor 440","Healthcare",True,33.33,12,4,179589894.32,177297267.28,181017278.27,74.49,6,False,14,145252429.89,24.00,0.65,14,3.56,7.43,52.27
8689,"TND-ML-08689","Public Works Department","Equipment Supply","Tumakuru",166169616.98,210780877.90,5,"Vendor 354","IT Services",False,86.21,58,50,211253865.85,207510217.89,211553627.07,96.43,9,True,5,148720015.45,41.73,0.89,19,2.98,3.39,90.15
8690,"TND-ML-08690","Rural Development Department","Equipment Supply","Mangaluru",121410017.37,134602741.30,5,"Vendor 021","Construction",True,29.07,86,25,132533370.93,134818769.61,134043098.06,72.48,6,False,13,109879788.82,22.50,0.69,11,5.89,2.29,51.51
8691,"TND-ML-08691","Rural Development Department","Bridge construction","Bengaluru",180091596.88,225060510.34,10,"Vendor 186","Infrastructure",True,64.86,37,24,220971034.36,227549882.94,223141235.64,80.05,6,False,16,174967356.25,28.63,0.59,16,1.78,4.04,63.48
8692,"TND-ML-08692","Rural Development Department","Equipment Supply","Ballari",52235093.37,60461908.68,5,"Vendor 283","Construction",True,47.83,92,44,60205286.34,59338685.99,60665046.94,87.24,9,True,13,44074871.47,37.18,0.78,13,0.20,6.45,78.74
8693,"TND-ML-08693","Water Resources Department","Equipment Supply","Hubballi",92527857.29,100890492.96,4,"Vendor 255","IT Services",False,23.16,95,22,99346403.13,99017494.94,100158150.98,68.60,6,False,12,85247564.82,18.35,0.45,11,6.85,5.98,40.39
8694,"TND-ML-08694","Rural Development Department","IT Services","Davangere",101356929.62,117175204.33,5,"Vendor 190","Healthcare",True,75.29,85,64,117322434.59,117242757.39,115960213.75,85.86,7,False,15,89720677.13,30.60,0.76,15,2.92,2.35,71.25
8695,"TND-ML-08695","Municipal Corporation","Healthcare","Davangere",139175709.45,175449336.99,6,"Vendor 102","IT Services",True,53.33,30,16,173835301.40,176076784.17,174927266.13,89.38,9,True,11,126431748.21,38.77,0.90,19,7.61,5.92,82.18
8696,"TND-ML-08696","Water Resources Department","Healthcare","Mangaluru",57278991.79,77977999.33,4,"Vendor 297","Healthcare",True,75.00,64,48,76880473.21,76565109.00,78636051.99,94.34,8,True,10,55631019.00,40.17,0.83,18,2.86,1.80,86.43
8697,"TND-ML-08697","Municipal Corporation","Consulting","Bengaluru",58009067.14,56426045.03,9,"Vendor 046","IT Services",True,46.43,84,39,55963907.12,55302166.48,56802447.39,53.33,4,False,12,53126866.61,6.21,0.33,5,7.19,3.71,28.23
8698,"TND-ML-08698","Municipal Corporation","Bridge construction","Udupi",49458919.76,62885846.80,4,"Vendor 069","Consulting",False,38.78,49,19,62986543.39,62251000.72,63147792.86,83.75,9,True,11,47396628.58,32.68,0.71,16,6.93,2.49,69.84
8699,"TND-ML-08699","Rural Development Department","IT Services","Ballari",173104433.60,210413981.54,3,"Vendor 348","Construction",True,27.12,59,16,208223470.00,210653025.12,207279621.98,86.27,8,True,10,157295343.90,33.77,0.74,16,6.12,5.98,70.63
8700,"TND-ML-08700","Rural Development Department","Equipment Supply","Mangaluru",183584804.87,205694223.95,6,"Vendor 196","Equipment Supply",True,67.74,31,21,204582464.52,202078346.01,203572324.80,64.19,5,False,14,169476990.98,21.37,0.45,12,4.75,5.31,52.99
8701,"TND-ML-08701","Public Works Department","Healthcare","Udupi",35755129.11,36933397.22,5,"Vendor 210","Construction",False,36.11,36,13,36346278.65,36203528.91,36236360.49,66.77,5,False,17,31553521.76,17.05,0.42,10,3.10,7.30,40.34
8702,"TND-ML-08702","Public Works Department","Road construction","Hubballi",119760556.63,137098957.63,10,"Vendor 410","Consulting",True,77.14,35,27,134785366.45,135889838.80,138745379.22,87.53,8,True,6,102749724.67,33.43,0.84,15,6.66,5.45,74.09
8703,"TND-ML-08703","Rural Development Department","Bridge construction","Davangere",46328278.91,57298693.27,10,"Vendor 240","Construction",False,69.23,52,36,56748498.23,56946607.18,58222943.07,97.94,10,False,8,40456607.55,41.63,0.97,18,6.91,5.53,83.78
8704,"TND-ML-08704","Rural Development Department","Bridge construction","Bengaluru",157752362.98,179942366.91,5,"Vendor 035","Equipment Supply",False,84.27,89,75,178781341.18,176743222.72,182304135.91,78.56,8,False,14,136589013.90,31.74,0.75,12,4.23,1.72,64.84
8705,"TND-ML-08705","Water Resources Department","Healthcare","Bengaluru",165467236.30,210182778.98,5,"Vendor 382","Construction",True,49.18,61,30,207992646.62,212088678.78,209115462.23,80.91,8,False,15,154682645.70,35.88,0.73,13,5.65,7.54,65.67
8706,"TND-ML-08706","Urban Development Department","Bridge construction","Mysuru",92953520.31,107094361.95,7,"Vendor 056","Infrastructure",True,30.12,83,25,106851739.91,108213878.49,107687316.99,84.50,7,True,5,82196916.07,30.29,0.80,13,2.24,3.52,66.41
8707,"TND-ML-08707","Rural Development Department","Infrastructure","Belagavi",40379924.43,44635271.91,10,"Vendor 218","IT Services",True,38.98,59,23,43789042.99,44165135.34,45185315.66,68.41,4,False,5,38655297.40,15.47,0.52,10,4.79,2.36,41.66
8708,"TND-ML-08708","Municipal Corporation","Road construction","Udupi",14760198.49,15976406.50,8,"Vendor 223","Healthcare",False,39.76,83,33,15729395.02,15715905.92,15978375.91,76.94,7,False,6,12978396.83,23.10,0.63,13,5.39,4.44,55.88
