estimated_value,final_contract_value,number_of_bidders,is_specialized_for_tender,historical_win_rate,previous_tenders,previous_wins,vendor_a_bid,vendor_b_bid,vendor_c_bid,bid_similarity_percent,a_won_comparable_tenders,b_c_repeatedly_participated,comparable_tenders,average_comparable_price,current_price_vs_comparable_percent,network_relationship_strength,shared_tenders,regional_price_variation,market_price_increase,price_dev_unexplained,price_dev_explained_by_market,winrate_unexplained,bid_similarity_unexplained,department_Public Works Department,department_Rural Development Department,department_Urban Development Department,department_Water Resources Department,category_Consulting,category_Equipment Supply,category_Healthcare,category_IT Services,category_Infrastructure,category_Road construction,location_Belagavi,location_Bengaluru,location_Davangere,location_Hubballi,location_Mangaluru,location_Mysuru,location_Shivamogga,location_Tumakuru,location_Udupi,vendor_specialization_Consulting,vendor_specialization_Equipment Supply,vendor_specialization_Healthcare,vendor_specialization_IT Services,vendor_specialization_Infrastructure,investigation_priority
114240792.05,103601797.67,7,0,82.86,70,58,103601797.67,104201766.96,107889334.98,95.85,2,0,29,117441185.02,-11.78,0.455,9,8.9,13.14,-11.78,-7.73946,82.86,95.85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,58.35
82306480.85,81910711.53,7,0,52.63,19,10,81910711.53,82452582.54,85024029.47,97.49,5,0,29,88463658.04,-7.41,0.184,1,4.23,6.14,-7.41,-2.27487,52.63,97.49,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,44.01
267692894.15,266679276.29,4,0,68.18,22,15,266679276.29,279746249.14,287809462.66,96.49,8,0,26,261798263.92,1.86,0.263,5,10.89,4.17,1.86,0.38781,68.18,96.49,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,56.48
42255100.75,40781463.07,8,1,45.1,51,23,40781463.07,41288194.48,43248620.89,97.34,10,0,13,43284464.2,-5.78,0.146,0,2.87,3.21,-0.0,-0.92769,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,22.9
89384817.13,89250067.8,10,0,40.38,52,21,89250067.8,89452165.37,89829602.78,96.75,14,0,8,93907306.01,-4.96,0.613,11,1.25,12.68,-4.96,-3.14464,40.38,96.75,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,57.7
62180889.08,63175032.73,4,0,36.36,11,4,63175032.73,66343545.57,67300070.37,92.94,4,0,18,60057566.91,5.19,0.61,12,4.1,6.74,5.19,1.7490300000000003,36.36,92.94,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,69.14
13539912.03,12666092.27,4,0,80.22,91,73,12666092.27,13035966.05,13339752.45,96.94,1,0,19,13239407.1,-4.33,0.664,11,9.54,8.68,-4.33,-1.8792200000000001,80.22,96.94,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,72.65
145588217.73,139856116.69,7,0,75.61,41,31,139856116.69,140209702.67,143008512.25,97.35,0,0,30,143724934.84,-2.69,0.631,11,2.07,2.45,-2.69,-0.329525,75.61,97.35,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,90.09
107162700.78,100096088.04,9,0,56.25,16,9,100096088.04,101120137.94,102735224.81,96.63,4,0,11,105259553.27,-4.91,0.868,17,2.11,7.66,-4.91,-1.88053,56.25,96.63,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,86.95
104954967.18,109155223.8,3,0,18.07,83,15,109155223.8,111165535.11,119151430.76,96.47,11,0,10,101561744.16,7.48,0.82,16,1.13,3.41,7.48,1.2753400000000001,18.07,96.47,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,96.54
49823418.93,45563845.74,5,0,65.52,29,19,45563845.74,45572527.24,46601278.57,97.16,0,0,27,50611123.74,-9.97,1.0,20,3.75,1.17,-9.97,-0.583245,65.52,97.16,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100.0
37279839.2,35259995.33,6,0,49.02,51,25,35259995.33,36208855.97,36252597.2,96.67,3,0,28,34499151.25,2.21,0.401,8,8.67,10.18,2.21,1.12489,49.02,96.67,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,51.56
23875256.31,21898681.56,4,0,42.86,7,3,21898681.56,22730147.84,23470584.76,94.3,0,0,6,22017736.99,-0.54,0.496,8,1.6,7.2,-0.54,-0.19440000000000002,42.86,94.3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,57.56
86301569.58,79433872.13,3,1,74.49,98,73,79433872.13,84444198.24,85169468.99,97.12,9,1,6,86715180.81,-8.4,0.226,4,8.28,7.51,-0.0,-3.1542000000000003,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,29.1
46679254.43,47454196.45,9,0,80.0,100,80,47454196.45,48188361.85,48370848.58,96.95,6,0,21,47353977.11,0.21,0.378,6,3.7,11.07,0.21,0.11623499999999999,80.0,96.95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,60.69
247857460.89,233296501.0,4,0,82.86,70,58,233296501.0,234730776.38,249624456.6,96.61,1,1,5,248087343.04,-5.96,0.238,2,2.28,1.92,-5.96,-0.57216,82.86,96.61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,66.42
25200409.64,25219285.04,3,0,40.54,74,30,25219285.04,25587255.96,26271225.25,98.5,1,0,7,22681156.91,11.19,0.865,17,2.11,2.61,11.19,1.460295,40.54,98.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,100.0
39953936.49,40769406.3,4,0,28.21,78,22,40769406.3,41598013.87,41968683.03,98.95,5,1,22,41357038.19,-1.42,0.758,13,4.3,4.64,-1.42,-0.32943999999999996,28.21,98.95,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,76.09
38100070.36,36656848.36,8,0,52.63,19,10,36656848.36,37825166.36,38699298.97,96.07,9,1,24,38657351.85,-5.17,0.037,0,3.05,8.67,-5.17,-2.241195,52.63,96.07,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,35.41
24856328.07,22576784.52,10,1,62.96,27,17,22576784.52,22586819.67,23989668.69,96.93,9,0,13,24617940.94,-8.29,0.159,1,4.96,14.63,-0.0,-6.064134999999999,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20.67
142669992.66,127416999.39,4,0,71.43,63,45,127416999.39,129331776.95,130808136.97,96.47,10,0,13,136047034.9,-6.34,0.92,16,11.33,0.64,-6.34,-0.20288,71.43,96.47,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,95.28
54640687.87,56038831.13,3,0,47.56,82,39,56038831.13,56145765.99,68902712.63,90.57,5,0,21,51860097.15,8.06,0.177,1,10.86,0.35,8.06,0.14104999999999998,47.56,90.57,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,48.33
70634151.54,63749465.85,6,0,74.49,98,73,63749465.85,65865474.32,69072017.03,96.55,12,1,14,65437570.02,-2.58,0.515,10,1.29,5.68,-2.58,-0.7327199999999999,74.49,96.55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,78.48
81885011.71,75011248.91,5,0,25.71,35,9,75011248.91,75037529.37,78369295.55,95.97,3,1,24,75815589.51,-1.06,0.121,2,5.53,11.56,-1.06,-0.6126800000000001,25.71,95.97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,31.77
102044786.07,103172289.9,3,0,34.38,32,11,103172289.9,103616219.52,111381521.92,96.65,8,1,21,102678552.81,0.48,0.478,8,5.55,6.87,0.48,0.16488,34.38,96.65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55.24
45472809.36,43791968.6,9,1,41.33,75,31,43791968.6,44933584.69,45589841.88,97.47,0,0,15,41226578.39,6.22,0.468,8,7.97,5.43,0.0,1.6887299999999996,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,34.48
45267368.79,44099455.76,5,0,49.37,79,39,44099455.76,44290162.98,47459234.01,91.78,3,1,7,44179771.58,-0.18,0.776,13,11.17,2.47,-0.18,-0.02223,49.37,91.78,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,71.72
49059873.75,45345072.53,8,0,61.36,88,54,45345072.53,45467253.46,45721178.81,94.51,4,0,5,51289180.09,-11.59,0.257,3,3.35,4.09,-11.59,-2.370155,61.36,94.51,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,53.57
37683821.34,37480306.26,4,0,69.23,26,18,37480306.26,39013667.02,39107514.93,95.24,14,0,10,34279504.3,9.34,0.685,11,6.16,2.91,9.34,1.3589700000000002,69.23,95.24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,93.98
426232207.72,419480214.54,9,1,43.75,64,28,419480214.54,422401455.9,425806927.84,96.51,14,0,10,450839541.86,-6.96,0.702,14,11.33,8.84,-0.0,-3.07632,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33.89
2473598.68,2422640.42,4,0,27.59,29,8,2422640.42,2634468.56,2677758.39,96.36,7,0,6,2495178.58,-2.91,0.248,3,3.6,1.12,-2.91,-0.16296000000000002,27.59,96.36,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47.94
25040051.11,25088822.66,7,0,48.33,60,29,25088822.66,25274806.11,25460171.12,96.15,12,1,28,25869357.55,-3.02,1.0,20,2.36,9.59,-3.02,-1.4480899999999999,48.33,96.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,86.95
71341494.15,62557691.43,4,0,83.33,42,35,62557691.43,64175068.82,66287105.13,96.37,15,0,27,72975425.07,-14.28,0.244,3,7.05,9.86,-14.28,-7.040039999999999,83.33,96.37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,53.11
81448101.6,83741351.02,8,1,58.23,79,46,83741351.02,84446590.99,86128817.39,96.33,10,0,17,83495654.96,0.29,0.984,17,4.89,7.42,0.0,0.10758999999999999,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,48.81
50487067.33,47009748.11,8,1,40.0,45,18,47009748.11,47225308.49,49963246.03,96.68,14,0,15,52226739.44,-9.99,0.439,6,9.63,3.15,-0.0,-1.573425,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28.7
35466362.64,34774659.29,10,1,44.44,45,20,34774659.29,35453011.6,35540261.13,96.7,13,0,11,33081878.4,5.12,0.126,1,1.87,14.05,0.0,3.5968,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20.74
41916051.08,40903643.25,10,1,49.09,55,27,40903643.25,41289165.72,41532675.93,96.99,7,0,19,43773873.12,-6.56,1.0,20,11.52,1.38,-0.0,-0.45263999999999993,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,50.76
43454472.71,43321141.04,5,0,40.91,22,9,43321141.04,44673057.32,45388617.85,97.64,4,0,8,45811359.09,-5.44,0.731,14,7.83,7.05,-5.44,-1.9176,40.91,97.64,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,68.32
77783619.39,76043002.52,5,0,70.97,31,22,76043002.52,77145151.98,77471885.09,92.19,12,0,24,70174499.98,8.36,0.26,3,1.65,14.22,8.36,5.943960000000001,70.97,92.19,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53.66
32717351.09,29986516.47,6,0,22.08,77,17,29986516.47,30285597.47,30470831.42,97.26,6,0,24,29453611.74,1.81,0.862,15,10.97,7.92,1.81,0.7167600000000001,22.08,97.26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,70.06
35530629.11,34814732.76,10,1,53.85,65,35,34814732.76,35128580.81,35159039.51,97.13,6,1,18,32442527.51,7.31,0.694,13,10.69,4.85,0.0,1.7726749999999998,0.0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43.8
28940173.0,27480789.31,3,0,40.91,22,9,27480789.31,27507947.18,28393417.31,98.56,0,1,9,26737530.25,2.78,0.402,8,9.63,5.96,2.78,0.82844,40.91,98.56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,54.93
77047584.48,79232591.81,3,1,63.64,22,14,79232591.81,82918819.3,83502678.68,97.84,6,0,26,71718511.53,10.48,0.322,5,11.17,6.99,0.0,3.6627600000000005,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34.71
25317290.38,23804539.48,4,1,30.86,81,25,23804539.48,25350000.12,25695039.61,97.16,0,0,8,24187611.97,-1.58,0.134,2,8.24,13.82,-0.0,-1.0917800000000002,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16.33
44671167.34,39920432.96,10,0,55.17,29,16,39920432.96,40315092.2,40851147.19,97.03,2,0,25,47077702.69,-15.2,0.442,8,2.93,13.07,-15.2,-9.9332,55.17,97.03,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,53.15
85218859.4,88323182.66,4,0,57.14,84,48,88323182.66,90553306.66,91785416.31,97.79,10,0,22,83348676.57,5.97,0.635,12,9.19,10.02,5.97,2.99097,57.14,97.79,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69.57
31266612.73,29246195.39,5,1,43.18,88,38,29246195.39,29948928.71,30893547.41,97.61,1,0,30,31736243.98,-7.85,0.505,9,7.89,9.48,-0.0,-3.7209,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29.27
117032800.6,117294498.46,7,0,41.18,17,7,117294498.46,119606439.5,120139707.32,96.59,2,0,21,114336617.2,2.59,0.799,13,1.62,0.16,2.59,0.02072,41.18,96.59,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,90.9
34689606.89,30446202.79,4,0,15.38,13,2,30446202.79,31292169.82,32967063.23,95.58,2,0,16,34373245.44,-11.42,0.447,8,10.13,4.81,-11.42,-2.74651,15.38,95.58,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,51.86
31880054.35,29478641.52,4,1,67.19,64,43,29478641.52,30073975.79,30297184.0,97.73,3,0,23,32219362.02,-8.51,0.805,14,5.85,5.89,-0.0,-2.506195,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,46.96
237581816.12,224284602.89,9,0,50.0,24,12,224284602.89,224980559.44,229478822.32,97.37,10,1,25,220947775.04,1.51,0.361,7,7.72,9.56,1.51,0.7217800000000001,50.0,97.37,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50.86
44152217.47,40410862.66,7,1,60.98,41,25,40410862.66,40494157.64,40801323.1,96.32,8,0,14,42143916.79,-4.11,0.714,13,6.03,1.23,-0.0,-0.252765,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,47.17
17020010.18,17687537.51,3,0,51.19,84,43,17687537.51,17938837.11,21206341.33,92.04,3,0,25,16684902.72,6.01,0.433,8,10.28,7.07,6.01,2.1245350000000003,51.19,92.04,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,57.47
111981832.44,105653453.61,7,0,74.7,83,62,105653453.61,109756033.17,112639337.67,97.53,1,0,9,113969956.63,-7.3,0.229,2,5.45,9.52,-7.3,-3.4747999999999997,74.7,97.53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,50.7
201680845.88,197803368.63,3,1,50.0,10,5,197803368.63,204342974.73,207841569.44,98.19,0,0,17,200545248.47,-1.37,0.361,6,6.23,12.05,-0.0,-0.8254250000000001,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25.64
90283320.87,94303067.8,6,0,35.59,59,21,94303067.8,96767926.79,100004390.32,96.97,14,0,17,88109434.27,7.03,0.878,15,8.51,12.84,7.03,4.51326,35.59,96.97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,69.67
38432913.51,35346559.51,7,0,61.54,65,40,35346559.51,36669003.94,37282909.81,96.66,15,0,21,39882553.69,-11.37,0.639,10,6.08,13.79,-11.37,-7.839614999999999,61.54,96.66,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,59.0
97739989.98,95457285.97,6,0,39.39,33,13,95457285.97,98082761.04,101104488.71,97.48,8,0,25,104930634.47,-9.03,0.842,14,2.54,0.03,-9.03,-0.013545,39.39,97.48,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,89.47
141559855.19,141197326.41,8,0,78.43,51,40,141197326.41,142147952.68,143365498.17,96.16,9,0,22,133867963.46,5.48,0.354,7,2.64,11.7,5.48,3.2058,78.43,96.16,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,65.79
34032705.77,34573990.11,3,1,50.0,16,8,34573990.11,34595567.86,36680300.75,97.36,8,0,21,31788632.77,8.76,0.695,13,3.9,0.8,0.0,0.3504,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,53.01
33284105.27,33063904.87,3,1,27.78,18,5,33063904.87,33126052.28,37363191.09,94.5,1,0,24,30046903.62,10.04,0.963,17,5.66,4.81,0.0,2.4146199999999998,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,52.7
23078480.35,21866790.91,4,0,33.33,30,10,21866790.91,22451009.3,22456501.05,97.6,9,1,16,21392332.97,2.22,0.863,16,2.84,9.11,2.22,1.01121,33.33,97.6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,78.63
58854166.09,60897542.84,9,1,52.08,48,25,60897542.84,61315016.59,61448462.2,97.63,3,0,24,63199248.81,-3.64,0.494,9,10.23,3.02,-0.0,-0.54964,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,34.54
33338018.61,31912295.44,5,0,56.52,23,13,31912295.44,32581812.35,32930613.47,98.45,7,0,21,30856713.47,3.42,0.182,1,11.87,2.23,3.42,0.38133,56.52,98.45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49.0
34105713.12,35375550.18,5,0,52.46,61,32,35375550.18,35397814.31,36131523.72,94.97,5,0,8,36042027.12,-1.85,0.446,6,6.66,1.26,-1.85,-0.11655,52.46,94.97,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,61.33
26210814.3,23789004.82,6,0,54.55,77,42,23789004.82,24195053.93,24446539.46,94.08,14,0,5,24244528.31,-1.88,0.164,2,9.07,12.17,-1.88,-1.14398,54.55,94.08,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,34.65
12472782.24,12723346.02,8,0,50.0,34,17,12723346.02,12831051.59,13062119.65,96.49,1,0,5,11949361.19,6.48,0.923,16,7.95,7.73,6.48,2.5045200000000003,50.0,96.49,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,85.28
59529169.97,62584704.17,3,1,65.31,98,64,62584704.17,65584548.04,66035008.0,97.79,11,0,14,61152858.95,2.34,0.249,4,4.76,2.53,0.0,0.29601,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,34.41
18848472.24,18108795.23,7,0,50.0,36,18,18108795.23,18245445.3,18320777.93,97.81,12,0,6,19425388.56,-6.78,0.13,0,8.68,4.58,-6.78,-1.5526200000000001,50.0,97.81,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38.92
11603018.32,12095724.6,4,0,54.55,11,6,12095724.6,12640124.45,12888032.98,97.71,1,0,20,11253926.03,7.48,0.395,7,7.95,13.14,7.48,4.91436,54.55,97.71,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54.68
31996849.86,31888348.78,10,0,61.54,52,32,31888348.78,32490012.82,32688446.9,98.07,3,0,25,34149779.27,-6.62,0.252,3,5.05,11.92,-6.62,-3.9455199999999997,61.54,98.07,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,45.32
54688317.95,53427836.16,5,0,55.0,40,22,53427836.16,56507307.19,57451854.54,96.77,5,0,12,57390719.89,-6.91,0.71,13,3.37,12.62,-6.91,-4.36021,55.0,96.77,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,66.27
24290388.41,23170911.59,6,0,67.57,37,25,23170911.59,23204665.48,24366582.23,96.55,2,0,16,24696327.63,-6.18,1.0,19,11.84,13.73,-6.18,-4.24257,67.57,96.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,73.02
54608760.28,49990361.09,9,0,59.65,57,34,49990361.09,50592238.96,51165405.36,97.36,9,0,22,49261183.16,1.48,0.981,19,8.48,1.31,1.48,0.09694,59.65,97.36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,100.0
26303895.43,25077059.3,9,0,70.73,41,29,25077059.3,25561791.72,25695998.55,98.25,14,0,6,25854091.47,-3.01,0.475,9,3.8,11.18,-3.01,-1.6825899999999998,70.73,98.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,63.73
33164971.78,29116639.94,7,0,64.29,14,9,29116639.94,30022788.52,30038514.21,96.91,7,0,5,30511940.96,-4.57,0.394,6,10.96,11.74,-4.57,-2.68259,64.29,96.91,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,48.63
21501753.01,21363413.31,5,1,75.0,40,30,21363413.31,22188770.98,22195541.21,95.93,0,0,10,20883030.59,2.3,0.817,15,5.95,13.03,0.0,1.4984499999999998,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42.26
52585535.61,52396374.34,6,0,74.36,39,29,52396374.34,53620387.58,54098488.54,97.91,11,0,22,47596502.98,10.08,0.465,8,2.61,3.1,10.08,1.5624,74.36,97.91,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,91.65
21891897.21,20752999.02,6,1,64.0,25,16,20752999.02,21014998.1,21622808.84,96.82,9,0,9,23619955.53,-12.14,0.402,8,2.76,0.59,-0.0,-0.35813,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,40.59
163921903.32,167984856.22,6,0,80.77,52,42,167984856.22,169395106.3,176376754.47,95.98,4,0,28,151460433.7,10.91,0.182,3,7.08,3.36,10.91,1.8328799999999998,80.77,95.98,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,72.07
180336646.71,179908340.13,4,1,43.02,86,37,179908340.13,180897624.84,181878460.54,99.33,13,0,13,183361622.42,-1.88,0.495,7,11.55,6.16,-0.0,-0.57904,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,29.08
44411677.54,47185210.88,6,0,82.98,47,39,47185210.88,47503790.38,48388238.55,98.05,12,0,22,40258815.42,17.2,0.939,18,5.36,8.84,17.2,7.602399999999999,82.98,98.05,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0
42757760.01,40743757.85,10,0,65.67,67,44,40743757.85,41039438.19,41262714.5,94.88,0,0,12,42592626.38,-4.34,0.779,15,11.33,10.7,-4.34,-2.3218999999999994,65.67,94.88,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,68.33
33604789.16,31291304.61,3,0,40.0,45,18,31291304.61,31803343.37,32538004.67,98.62,13,0,30,34104208.29,-8.25,1.0,20,8.02,1.13,-8.25,-0.46612499999999996,40.0,98.62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,95.05
35351403.66,35824463.87,7,0,50.0,10,5,35824463.87,36088333.97,36390407.12,96.41,3,0,20,36532894.83,-1.94,0.094,0,7.92,11.63,-1.94,-1.12811,50.0,96.41,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,31.5
36035919.02,33427877.36,8,0,49.09,55,27,33427877.36,33504121.94,33571581.66,95.88,9,1,26,34189672.34,-2.23,0.315,4,4.76,10.82,-2.23,-1.2064300000000001,49.09,95.88,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,43.92
33912606.24,30834971.45,10,0,71.88,32,23,30834971.45,31176594.14,31224531.65,96.64,2,0,23,35879148.83,-14.06,0.096,0,8.58,3.59,-14.06,-2.52377,71.88,96.64,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,46.93
30585797.7,29040634.81,6,1,43.1,58,25,29040634.81,29912777.28,30281112.15,96.28,5,0,13,30125289.05,-3.6,0.382,6,5.16,4.91,-0.0,-0.8838,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29.03
24571534.06,23932329.77,9,0,47.96,98,47,23932329.77,24229240.14,25145853.73,97.47,2,0,10,25737391.11,-7.01,0.518,8,5.04,8.76,-7.01,-3.07038,47.96,97.47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,57.45
36395979.21,35778929.23,5,0,58.51,94,55,35778929.23,35970846.59,36002213.51,99.2,15,1,16,32839477.33,8.95,0.566,10,4.39,9.16,8.95,4.0991,58.51,99.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,76.65
164416452.74,151582416.11,3,0,62.5,32,20,151582416.11,160304984.35,167077972.18,96.63,10,0,24,155345818.37,-2.42,0.683,13,9.02,3.76,-2.42,-0.45496,62.5,96.63,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,77.59
